section,part,page,category,block_summary,text
Section 2. Partner and Collaborator Engagement and Feedback,Part 1. Overall Partner and Collaborator Engagement,39,plain text,,"As of the writing of this document, the Cal-OAR Team has formed a cohort of current and former CalWORKs clients interested in taking part in a focus group and sharing their feedback regarding the CalWORKs program and the CalWORKs System Improvement ing Plan (Cal-SIP). The meeting is planned for March 2023. The Team recognizes our stakeholders' critical role in developing this County Self-Assessment, and we value the insights shared through engagement."
Section 2. Partner and Collaborator Engagement and Feedback,Part 1. Overall Partner and Collaborator Engagement,39,plain text,,"To identify the Agency's partners, the Cal-OAR Team reviewed guidance from ACL 19-108 which requires for CWDs to collaborate with County CW administrators, supervisors, and caseworkers; current and former clients; and agency partners. Additionally, ACL 19-108 suggests CWDs collaborate with community colleges, tribal organizations, local Workforce Development Boards (WDBs), adult education providers, and domestic abuse services providers."
Section 2. Partner and Collaborator Engagement and Feedback,Part 1. Overall Partner and Collaborator Engagement,39,plain text,,"In 2021, the Agency contracted Shared Vision Consultants (SVC) to assist with the Cal- CQI process. SVC helped the Agency establish and facilitate focus groups for Educational Stakeholders and Specialized Services. The Cal-OAR Team facilitated focus groups for caseworkers, CWWTW administrators, and EQUUS. Focus groups began in N November 2021."
Section 2. Partner and Collaborator Engagement and Feedback,Part 1. Overall Partner and Collaborator Engagement,39,plain text,,"SVC conducted the first focus group via Zoom with Educational Stakeholders on November 21, 2021. The session focused on a series of foundational and program specific questions. All the participants were actively engaged in the brainstorming session and provided excellent feedback."
Section 2. Partner and Collaborator Engagement and Feedback,Part 1. Overall Partner and Collaborator Engagement,39,plain text,,Participants agreed that the relationship between their schools and agencies has improved over the last 3 - 4 years due to leadership change and culture change attributed
Section 2. Partner and Collaborator Engagement and Feedback,Part 1. Overall Partner and Collaborator Engagement,39,plain text,,Please see the Partner Engagement Table.
Section 2. Partner and Collaborator Engagement and Feedback,Part 1. Overall Partner and Collaborator Engagement,39,page number,,40
Section 2. Partner and Collaborator Engagement and Feedback,Part 1. Overall Partner and Collaborator Engagement,40,plain text,,to the implementation of CalWORKs 2.0. The participants stated that the quarterly meetings and the education consortium have been helpful in better understanding regulations and making personal connections. Designating a liaison at regional offices has been beneficial. Contact points at each regional office have significantly improved communication and access to information.
Section 2. Partner and Collaborator Engagement and Feedback,Part 1. Overall Partner and Collaborator Engagement,40,plain text,,"Focus group participants had been employed in the field for multiple years (5-20 years) and agreed that the Agency has steadily worked to improve the relationship with them, especially in recent years. The participants described the Agency as ""open to feedback' and willing to work with partners to solve problems or miscommunications."
Section 2. Partner and Collaborator Engagement and Feedback,Part 1. Overall Partner and Collaborator Engagement,40,plain text,,"Most participants reported that the students they receive are a good fit, especially for those enrolling in non-graded courses, e.g., English as a Second Language (ESL), General Educational Development (GED), and high school (HS) diploma programs. The participants indicated they did not know which students are Welfare-To-Work referrals and having that information would have encouraged more attention to the student and case management. The students transferring from community college to a four-year program do not have transitional support."
Section 2. Partner and Collaborator Engagement and Feedback,Part 1. Overall Partner and Collaborator Engagement,40,plain text,,"Despite the appropriateness of the referral, participants agreed that these students brought them significant challenges, e.g., domestic violence, a history of substance abuse, lack of adequate child care, housing instability, and psychological stresses."
Section 2. Partner and Collaborator Engagement and Feedback,Part 1. Overall Partner and Collaborator Engagement,40,plain text,,"The second focus group conducted by SVC was for Specialized Services on January 11, 2022, via Zoom. All participants were actively engaged in the brainstorming session and provided excellent feedback."
Section 2. Partner and Collaborator Engagement and Feedback,Part 1. Overall Partner and Collaborator Engagement,40,plain text,,"Educational representatives stated updated training for Agency staff had been a challenge, e.g., CWWTW staff sometimes appears not informed or fully trained when new legislation is implemented. The participants reported that CW/WTW staff sometimes does not acknowledge the expertise of educators in these programs regarding the CalWORKs program and perceive educators as overstepping their boundaries, which impacts students who experience tension between their school counselors and CW/WTW representatives. Knowing whom to contact and having current information about where answers can be found is an ongoing challenge. A participant from a school, expressed that the recent partnership is not as strong as needed and would like staff to come on- site for a day or two per week. Transportation is also a continuing obstacle, even distances as short as a few miles. Although a few miles may not seem significant, for some populations who perceive leaving their community as unsafe, 5 - 6 miles can be a tremendous obstacle."
Section 2. Partner and Collaborator Engagement and Feedback,Part 1. Overall Partner and Collaborator Engagement,40,page number,,41
